NO,"Release
Date",Movie,"Production
Budget","Domestic
Gross","Worldwide
Gross"
765,16-Jun-00,Titan A.E.,"$75,000,000 ","$22,751,979 ","$36,751,979 "
766,17-Dec-04,Flight of the Phoenix,"$75,000,000 ","$21,009,180 ","$34,009,180 "
767,23-Oct-98,Soldier,"$75,000,000 ","$14,623,082 ","$14,623,082 "
768,6-Jan-22,The 355,"$75,000,000 ","$14,570,455 ","$18,902,798 "
769,15-Jan-99,Virus,"$75,000,000 ","$14,010,690 ","$30,626,690 "
770,23-Feb-01,Monkeybone,"$75,000,000 ","$5,409,517 ","$5,409,517 "
771,7-Aug-19,PLAYMOBIL,"$75,000,000 ","$1,115,008 ","$16,288,031 "
772,8-Dec-21,Don’t Look Up,"$75,000,000 ",$0 ,"$762,858 "
773,24-Jun-22,The Man From Toronto,"$75,000,000 ",$0 ,"$470,000 "
774,17-Jun-15,Minions,"$74,000,000 ","$336,045,770 ","$1,157,271,759 "
775,28-Jan-15,The SpongeBob Movie: Sponge Out of Water,"$74,000,000 ","$162,994,032 ","$311,013,181 "
776,24-Mar-22,The Lost City,"$74,000,000 ","$105,344,029 ","$182,921,990 "
777,22-Nov-00,Unbreakable,"$73,243,106 ","$94,999,143 ","$248,099,143 "
778,4-Aug-06,Talladega Nights: The Ballad of Ricky Bobby,"$73,000,000 ","$148,213,377 ","$162,870,525 "
779,11-May-16,The Angry Birds Movie,"$73,000,000 ","$107,509,366 ","$352,288,341 "
780,7-Aug-98,Snake Eyes,"$73,000,000 ","$55,591,409 ","$103,891,409 "
781,13-Feb-98,Sphere,"$73,000,000 ","$37,068,294 ","$50,168,294 "
782,26-Jul-07,The Simpsons Movie,"$72,500,000 ","$183,135,014 ","$527,071,022 "
783,8-Feb-08,Fool’s Gold,"$72,500,000 ","$70,231,041 ","$109,362,966 "
784,31-Jul-09,Funny People,"$72,500,000 ","$51,855,045 ","$71,880,305 "
785,28-Sep-07,The Kingdom,"$72,500,000 ","$47,467,250 ","$86,802,457 "
786,22-Jun-01,Dr. Dolittle 2,"$72,000,000 ","$112,950,721 ","$176,101,721 "
787,24-May-95,Braveheart,"$72,000,000 ","$75,545,647 ","$209,045,244 "
788,4-Nov-05,Jarhead,"$72,000,000 ","$62,647,540 ","$96,947,540 "
789,27-Apr-01,Driven,"$72,000,000 ","$32,616,869 ","$54,616,869 "
790,21-Dec-01,The Majestic,"$72,000,000 ","$27,796,042 ","$37,306,334 "
791,25-Jun-04,Two Brothers,"$72,000,000 ","$19,176,754 ","$62,176,754 "
792,30-Jul-04,The Village,"$71,682,975 ","$114,197,520 ","$257,641,634 "
793,26-Jun-98,Doctor Dolittle,"$71,500,000 ","$144,156,605 ","$294,156,605 "
794,2-Aug-02,Signs,"$70,702,619 ","$227,969,295 ","$408,250,578 "
795,19-May-04,Shrek 2,"$70,000,000 ","$441,226,247 ","$935,253,978 "
796,1-May-06,Cars,"$70,000,000 ","$244,082,982 ","$461,630,558 "
797,23-Dec-09,Alvin and the Chipmunks: The Squeakquel,"$70,000,000 ","$219,614,612 ","$443,483,213 "
798,4-Sep-19,It: Chapter Two,"$70,000,000 ","$211,593,228 ","$467,563,955 "
799,22-Jun-88,Who Framed Roger Rabbit?,"$70,000,000 ","$154,112,492 ","$351,500,000 "
800,30-Jul-99,Runaway Bride,"$70,000,000 ","$152,257,509 ","$310,138,178 "
801,9-Aug-02,xXx,"$70,000,000 ","$141,930,000 ","$267,200,000 "
802,8-Jun-18,Ocean’s 8,"$70,000,000 ","$140,218,711 ","$297,718,711 "
803,8-Nov-96,Ransom,"$70,000,000 ","$136,492,681 ","$308,700,000 "
804,21-Aug-09,Inglourious Basterds,"$70,000,000 ","$120,774,594 ","$316,802,281 "
805,11-Dec-91,Hook,"$70,000,000 ","$119,654,823 ","$300,854,823 "
806,3-Jul-90,Die Hard 2,"$70,000,000 ","$117,323,878 ","$239,813,888 "
807,8-Aug-03,S.W.A.T.,"$70,000,000 ","$116,877,597 ","$207,154,748 "
808,10-Nov-17,Daddy’s Home 2,"$70,000,000 ","$104,029,443 ","$175,807,183 "
809,19-Nov-99,Sleepy Hollow,"$70,000,000 ","$101,068,340 ","$207,068,340 "
810,14-Dec-01,Vanilla Sky,"$70,000,000 ","$100,614,858 ","$202,726,605 "
811,13-Jun-97,Hercules,"$70,000,000 ","$99,112,101 ","$250,700,000 "
812,20-Mar-13,Olympus Has Fallen,"$70,000,000 ","$98,927,592 ","$172,878,928 "
813,17-Mar-22,The Bad Guys,"$70,000,000 ","$97,233,630 ","$250,659,286 "
814,11-Mar-11,Battle: Los Angeles,"$70,000,000 ","$83,552,429 ","$213,463,976 "
815,13-Aug-04,AVP: Alien Vs. Predator,"$70,000,000 ","$80,281,096 ","$172,543,519 "
816,25-Dec-11,War Horse,"$70,000,000 ","$79,883,359 ","$156,815,529 "
817,1-Mar-02,We Were Soldiers,"$70,000,000 ","$78,120,196 ","$114,658,262 "
818,7-Feb-14,The Monuments Men,"$70,000,000 ","$78,031,620 ","$158,702,748 "
819,22-Sep-16,Storks,"$70,000,000 ","$72,679,278 ","$183,353,431 "
820,11-Dec-98,Star Trek: Insurrection,"$70,000,000 ","$70,187,658 ","$117,800,000 "
821,10-Dec-03,Big Fish,"$70,000,000 ","$66,432,867 ","$123,954,323 "
822,17-Jun-94,Wolf,"$70,000,000 ","$65,011,757 ","$131,011,757 "
823,20-Jan-12,Underworld: Awakening,"$70,000,000 ","$62,321,039 ","$160,379,930 "
824,15-Sep-17,The Lego Ninjago Movie,"$70,000,000 ","$59,281,555 ","$122,737,201 "
825,1-Oct-14,Dracula Untold,"$70,000,000 ","$55,991,880 ","$220,241,723 "
826,29-Sep-06,The Guardian,"$70,000,000 ","$55,011,732 ","$94,973,540 "
827,9-Aug-89,The Abyss,"$70,000,000 ","$54,243,125 ","$54,243,441 "
828,24-Sep-10,Wall Street 2: Money Never Sleeps,"$70,000,000 ","$52,474,616 ","$137,431,619 "
829,14-Jan-11,The Dilemma,"$70,000,000 ","$48,475,290 ","$70,546,865 "
830,25-Dec-05,Rumor Has It,"$70,000,000 ","$42,996,140 ","$88,933,562 "
831,6-Nov-98,The Siege,"$70,000,000 ","$40,934,175 ","$116,625,798 "
832,10-Aug-07,Stardust,"$70,000,000 ","$38,634,938 ","$137,022,245 "
833,13-Jun-12,Rock of Ages,"$70,000,000 ","$38,518,613 ","$61,031,932 "
834,11-Jun-21,The Hitman’s Wife’s Bodyguard,"$70,000,000 ","$38,014,727 ","$67,387,455 "
835,8-Oct-97,Seven Years in Tibet,"$70,000,000 ","$37,945,884 ","$131,445,884 "
836,17-Sep-04,Sky Captain and the World of Tomorrow,"$70,000,000 ","$37,760,080 ","$49,730,854 "
837,14-Sep-07,The Brave One,"$70,000,000 ","$36,793,804 ","$69,792,704 "
838,1-Nov-02,I Spy,"$70,000,000 ","$33,561,137 ","$60,279,822 "
839,7-Jun-02,Bad Company,"$70,000,000 ","$30,157,016 ","$69,157,016 "
840,21-Oct-05,Doom,"$70,000,000 ","$28,212,337 ","$58,757,178 "
841,27-Jan-16,The Finest Hours,"$70,000,000 ","$27,569,558 ","$49,252,761 "
842,10-Oct-13,Escape Plan,"$70,000,000 ","$25,135,965 ","$103,735,965 "
843,23-Sep-11,Killer Elite,"$70,000,000 ","$25,124,986 ","$65,409,046 "
844,16-Jan-98,Hard Rain,"$70,000,000 ","$19,870,567 ","$19,870,567 "
845,15-Feb-02,Hart's War,"$70,000,000 ","$19,076,815 ","$33,076,815 "
846,8-Feb-02,Rollerball,"$70,000,000 ","$18,990,542 ","$25,852,508 "
847,10-Jan-14,The Legend of Hercules,"$70,000,000 ","$18,848,538 ","$58,953,319 "
848,27-Apr-07,Next,"$70,000,000 ","$18,211,013 ","$73,591,500 "
849,20-Sep-02,Ballistic: Ecks vs. Sever,"$70,000,000 ","$14,294,842 ","$14,294,842 "
850,10-Aug-01,Osmosis Jones,"$70,000,000 ","$13,596,911 ","$13,596,911 "
851,9-May-14,Legends of Oz: Dorothy’s Return,"$70,000,000 ","$8,462,347 ","$20,107,933 "
852,16-Jan-15,Blackhat,"$70,000,000 ","$8,005,980 ","$19,665,004 "
853,31-Mar-06,Basic Instinct 2,"$70,000,000 ","$5,946,136 ","$35,417,162 "
854,28-May-10,Agora,"$70,000,000 ","$619,423 ","$38,992,292 "
855,10-Jul-20,The Old Guard,"$70,000,000 ",$0 ,$0 
856,Unknown,b,"$70,000,000 ",$0 ,$0 
857,9-Jul-10,Despicable Me,"$69,000,000 ","$251,513,985 ","$543,464,573 "
858,30-Jul-10,Dinner for Schmucks,"$69,000,000 ","$73,026,337 ","$86,796,502 "
859,28-Feb-18,Red Sparrow,"$69,000,000 ","$46,874,505 ","$145,951,861 "
860,30-Jun-10,The Twilight Saga: Eclipse,"$68,000,000 ","$300,531,751 ","$706,102,828 "
861,21-Jul-22,Nope,"$68,000,000 ","$123,277,080 ","$171,172,274 "
862,31-May-02,The Sum of All Fears,"$68,000,000 ","$118,471,320 ","$193,500,000 "
863,25-Jun-15,Ted 2,"$68,000,000 ","$81,476,385 ","$217,214,143 "
864,13-Jul-01,The Score,"$68,000,000 ","$71,069,884 ","$113,542,091 "
865,25-Feb-11,Hall Pass,"$68,000,000 ","$45,060,734 ","$87,173,475 "
866,22-Nov-95,Money Train,"$68,000,000 ","$35,324,232 ","$77,224,232 "
867,21-Mar-03,Dreamcatcher,"$68,000,000 ","$33,685,268 ","$75,685,268 "
868,6-Aug-99,Mystery Men,"$68,000,000 ","$29,762,011 ","$33,462,011 "
869,5-Nov-99,The Insider,"$68,000,000 ","$28,965,197 ","$60,265,197 "
870,22-Dec-17,Downsizing,"$68,000,000 ","$24,449,754 ","$54,462,971 "
871,18-Aug-21,Reminiscence,"$67,972,729 ","$3,900,193 ","$15,449,322 "
872,1-Mar-12,Dr. Seuss’ The Lorax,"$67,500,000 ","$214,030,500 ","$350,976,753 "
873,10-Oct-08,Body of Lies,"$67,500,000 ","$39,394,666 ","$118,556,530 "
874,20-Jun-12,Abraham Lincoln: Vampire Hunter,"$67,500,000 ","$37,519,139 ","$137,489,730 "
875,26-Aug-20,The New Mutants,"$67,000,000 ","$23,855,569 ","$44,608,247 "
876,20-Sep-96,Last Man Standing,"$67,000,000 ","$18,115,927 ","$18,149,997 "
877,17-Aug-07,The Last Legion,"$67,000,000 ","$5,932,060 ","$25,357,771 "
878,30-Apr-99,Entrapment,"$66,000,000 ","$87,707,396 ","$211,700,000 "
879,19-Jun-98,The X Files: Fight the Future,"$66,000,000 ","$83,898,313 ","$189,176,423 "
880,2-Aug-17,The Dark Tower,"$66,000,000 ","$50,701,325 ","$113,461,527 "
881,13-Mar-14,Need for Speed,"$66,000,000 ","$43,568,507 ","$194,169,619 "
882,24-Jul-98,Saving Private Ryan,"$65,000,000 ","$216,335,085 ","$485,035,085 "
883,15-Dec-00,What Women Want,"$65,000,000 ","$182,805,123 ","$374,105,123 "
884,9-Nov-12,Lincoln,"$65,000,000 ","$182,207,973 ","$273,346,281 "
885,15-Mar-02,Ice Age,"$65,000,000 ","$176,387,405 ","$386,116,343 "
886,31-Mar-99,The Matrix,"$65,000,000 ","$173,993,387 ","$465,974,198 "
887,30-Jun-95,Apollo 13,"$65,000,000 ","$173,772,767 ","$335,802,271 "
888,22-Jun-18,Hotel Transylvania 3: Summer Vacation,"$65,000,000 ","$167,500,092 ","$527,706,567 "
889,19-Dec-12,Les Misérables,"$65,000,000 ","$148,809,770 ","$438,420,442 "
890,1-Nov-02,The Santa Clause 2,"$65,000,000 ","$139,225,854 ","$172,844,592 "
891,1-Jun-90,Total Recall,"$65,000,000 ","$119,394,839 ","$261,399,830 "
892,18-Dec-98,You’ve Got Mail,"$65,000,000 ","$115,821,495 ","$250,800,000 "
893,25-Dec-14,Unbroken,"$65,000,000 ","$115,637,895 ","$163,527,824 "
894,21-May-15,Spy!,"$65,000,000 ","$110,825,712 ","$233,844,106 "
895,5-Nov-10,Due Date,"$65,000,000 ","$100,539,043 ","$211,739,043 "
896,25-Jul-08,Step Brothers,"$65,000,000 ","$100,468,793 ","$128,107,642 "
897,15-Dec-95,Jumanji,"$65,000,000 ","$100,458,310 ","$262,758,310 "
898,17-Jul-98,The Mask of Zorro,"$65,000,000 ","$93,828,745 ","$233,700,000 "
899,4-Aug-00,Space Cowboys,"$65,000,000 ","$90,454,043 ","$128,874,043 "
900,18-Dec-14,Annie,"$65,000,000 ","$85,911,262 ","$139,829,625 "
901,28-May-93,Cliffhanger,"$65,000,000 ","$84,049,211 ","$255,000,000 "
902,10-Aug-16,Pete’s Dragon,"$65,000,000 ","$76,233,151 ","$137,768,975 "
903,9-Feb-96,Broken Arrow,"$65,000,000 ","$70,645,997 ","$148,345,997 "
904,9-Aug-06,World Trade Center,"$65,000,000 ","$70,278,893 ","$163,295,654 "
905,7-Jul-00,The Kid,"$65,000,000 ","$69,688,384 ","$69,688,384 "
906,19-Dec-03,Mona Lisa Smile,"$65,000,000 ","$63,803,100 ","$141,205,169 "
907,16-May-12,The Dictator,"$65,000,000 ","$59,650,222 ","$180,148,897 "
908,25-Nov-20,The Croods: A New Age,"$65,000,000 ","$58,568,815 ","$214,790,246 "
909,16-Jul-99,Eyes Wide Shut,"$65,000,000 ","$55,691,208 ","$104,264,617 "
910,16-Feb-12,This Means War,"$65,000,000 ","$54,760,791 ","$156,974,557 "
911,26-Feb-15,Focus,"$65,000,000 ","$53,862,963 ","$168,065,700 "
912,8-Dec-04,Blade: Trinity,"$65,000,000 ","$52,397,389 ","$131,353,165 "
913,21-Nov-12,Red Dawn,"$65,000,000 ","$44,806,783 ","$48,164,150 "
914,22-Dec-06,We Are Marshall,"$65,000,000 ","$43,545,364 ","$43,545,364 "
915,17-Aug-15,Everest,"$65,000,000 ","$43,482,270 ","$221,297,061 "
916,12-Sep-12,Resident Evil: Retribution,"$65,000,000 ","$42,345,531 ","$240,647,629 "
917,2-Aug-19,The Angry Birds Movie 2,"$65,000,000 ","$41,657,076 ","$152,255,188 "
918,20-Mar-98,Primary Colors,"$65,000,000 ","$39,017,984 ","$39,017,984 "
919,15-Oct-99,Fight Club,"$65,000,000 ","$37,030,102 ","$100,820,947 "
920,22-Aug-08,Death Race,"$65,000,000 ","$36,316,032 ","$72,516,819 "
921,11-Oct-96,The Long Kiss Goodnight,"$65,000,000 ","$33,447,612 ","$33,447,612 "
922,8-Dec-00,Proof of Life,"$65,000,000 ","$32,598,931 ","$62,761,005 "
923,11-Nov-05,Zathura,"$65,000,000 ","$28,045,540 ","$58,545,540 "
924,26-Nov-03,The Missing,"$65,000,000 ","$26,900,336 ","$38,253,433 "
925,14-Jan-05,Elektra,"$65,000,000 ","$24,409,722 ","$56,824,633 "
926,23-Oct-09,Astro Boy,"$65,000,000 ","$19,551,067 ","$41,636,243 "
927,24-Jan-14,"I, Frankenstein","$65,000,000 ","$19,075,290 ","$74,575,290 "
928,29-Nov-19,Underwater,"$65,000,000 ","$17,291,078 ","$39,177,495 "
929,24-May-91,Hudson Hawk,"$65,000,000 ","$17,218,916 ","$17,218,916 "
930,22-Aug-14,Sin City: A Dame to Kill For,"$65,000,000 ","$13,757,804 ","$40,650,842 "
931,25-Dec-16,Live by Night,"$65,000,000 ","$10,378,555 ","$21,774,432 "
932,27-Oct-00,Lucky Numbers,"$65,000,000 ","$10,014,234 ","$10,014,234 "
933,23-Sep-05,Oliver Twist,"$65,000,000 ","$2,070,920 ","$26,670,920 "
934,18-Feb-15,Tian jiang xiong shi,"$65,000,000 ","$74,070 ","$122,519,874 "
935,26-Oct-18,Air Strike,"$65,000,000 ",$0 ,"$516,279 "
936,24-Apr-20,Extraction,"$65,000,000 ",$0 ,$0 
937,5-Aug-22,Prey,"$65,000,000 ",$0 ,$0 
938,14-Jul-06,Little Man,"$64,000,000 ","$58,636,047 ","$101,636,047 "
939,10-Nov-21,Clifford the Big Red Dog,"$64,000,000 ","$48,947,356 ","$78,418,101 "
940,8-Oct-99,Random Hearts,"$64,000,000 ","$31,054,924 ","$63,200,000 "
941,27-Dec-06,Perfume: The Story of a Murderer,"$63,700,000 ","$2,223,293 ","$133,603,463 "
942,11-Jun-93,Jurassic Park,"$63,000,000 ","$402,523,348 ","$1,045,573,035 "
943,25-Jul-02,Austin Powers in Goldmember,"$63,000,000 ","$213,117,789 ","$296,338,663 "
944,1-Apr-11,Hop,"$63,000,000 ","$108,085,305 ","$188,494,082 "
945,14-Sep-17,American Assassin,"$63,000,000 ","$36,249,674 ","$68,310,140 "
946,24-Jun-94,Wyatt Earp,"$63,000,000 ","$25,052,000 ","$25,052,000 "
947,3-Aug-94,Clear and Present Danger,"$62,000,000 ","$122,012,656 ","$207,500,000 "
948,21-Apr-00,U-571,"$62,000,000 ","$77,086,030 ","$127,630,030 "
949,17-Nov-95,The American President,"$62,000,000 ","$60,022,813 ","$107,822,813 "
950,25-Dec-15,The Hateful Eight,"$62,000,000 ","$54,117,416 ","$151,813,358 "
951,20-Jun-08,The Love Guru,"$62,000,000 ","$32,235,793 ","$40,159,017 "
952,23-Feb-01,3000 Miles to Graceland,"$62,000,000 ","$15,738,632 ","$18,708,848 "
953,3-Oct-14,Gone Girl,"$61,000,000 ","$167,767,189 ","$367,160,781 "
954,26-May-21,A Quiet Place: Part II,"$61,000,000 ","$160,215,764 ","$296,650,356 "
955,30-Mar-07,Blades of Glory,"$61,000,000 ","$118,594,548 ","$145,594,548 "
956,9-Sep-15,Maze Runner: The Scorch Trials,"$61,000,000 ","$81,697,192 ","$310,566,162 "
957,2-Aug-13,2 Guns,"$61,000,000 ","$75,612,460 ","$132,493,015 "
958,17-Jan-18,Maze Runner: The Death Cure,"$61,000,000 ","$58,032,443 ","$265,878,536 "
959,9-Jan-19,A Dog’s Way Home,"$61,000,000 ","$41,952,715 ","$81,152,505 "
960,7-Feb-16,Mei Ren Yu,"$60,720,000 ","$3,229,457 ","$525,018,479 "
961,22-Dec-04,Meet the Fockers,"$60,000,000 ","$279,167,575 ","$516,567,575 "
962,6-Feb-14,The Lego Movie,"$60,000,000 ","$257,784,718 ","$468,084,718 "
963,9-Mar-07,300,"$60,000,000 ","$210,614,939 ","$454,161,935 "
964,2-Mar-07,Wild Hogs,"$60,000,000 ","$168,213,584 ","$253,555,383 "
965,25-Dec-08,Marley & Me,"$60,000,000 ","$143,153,751 ","$247,812,011 "
966,10-Dec-99,The Green Mile,"$60,000,000 ","$136,801,374 ","$290,701,374 "
967,5-Jun-98,The Truman Show,"$60,000,000 ","$125,618,201 ","$264,118,201 "
968,8-Sep-16,Sully,"$60,000,000 ","$125,070,033 ","$238,524,556 "
969,14-Jun-02,The Bourne Identity,"$60,000,000 ","$121,468,960 ","$214,357,371 "
970,8-Oct-09,Couples Retreat,"$60,000,000 ","$109,205,660 ","$172,450,423 "
971,17-Nov-95,Goldeneye,"$60,000,000 ","$106,429,941 ","$356,429,933 "
972,30-May-03,The Italian Job,"$60,000,000 ","$106,126,012 ","$176,262,839 "
973,9-May-03,Daddy Day Care,"$60,000,000 ","$104,148,781 ","$164,285,587 "
974,18-Jun-99,The General\'s Daughter,"$60,000,000 ","$102,705,852 ","$149,705,852 "
975,18-Dec-98,The Prince of Egypt,"$60,000,000 ","$101,413,188 ","$218,613,188 "
976,6-Aug-04,Collateral,"$60,000,000 ","$100,170,152 ","$217,602,967 "
977,4-Jul-01,Cats & Dogs,"$60,000,000 ","$93,375,151 ","$200,700,000 "
978,20-Dec-02,Two Weeks Notice,"$60,000,000 ","$93,354,918 ","$199,043,309 "
979,2-Oct-98,Antz,"$60,000,000 ","$90,757,863 ","$152,457,863 "
980,18-Apr-02,The Scorpion King,"$60,000,000 ","$90,580,000 ","$165,890,634 "
981,15-Oct-10,Red,"$60,000,000 ","$90,380,162 ","$196,439,693 "
982,5-Mar-04,Starsky & Hutch,"$60,000,000 ","$88,200,225 ","$170,200,225 "
983,27-Jun-90,Days of Thunder,"$60,000,000 ","$82,670,733 ","$157,670,733 "
984,21-Dec-05,Cheaper by the Dozen 2,"$60,000,000 ","$82,571,173 ","$135,015,330 "
985,13-Aug-10,Eat Pray Love,"$60,000,000 ","$80,574,010 ","$206,598,789 "
986,20-Dec-12,Jack Reacher,"$60,000,000 ","$80,070,736 ","$217,370,736 "
987,23-Apr-04,Man on Fire,"$60,000,000 ","$77,906,816 ","$130,968,579 "
988,22-Dec-00,The Family Man,"$60,000,000 ","$75,764,085 ","$124,715,863 "
989,9-Sep-11,Contagion,"$60,000,000 ","$75,658,097 ","$137,551,591 "
990,22-Dec-99,Any Given Sunday,"$60,000,000 ","$75,530,832 ","$100,230,832 "
991,15-May-98,The Horse Whisperer,"$60,000,000 ","$75,383,563 ","$186,883,563 "
992,6-Feb-09,Coraline,"$60,000,000 ","$75,286,229 ","$126,037,057 "
993,1-Oct-04,Ladder 49,"$60,000,000 ","$74,541,707 ","$102,332,848 "
994,28-Jul-99,Deep Blue Sea,"$60,000,000 ","$73,648,228 ","$165,048,228 "
995,28-Oct-09,Michael Jackson's This Is It,"$60,000,000 ","$72,091,016 ","$252,091,016 "
996,8-Sep-22,Ticket to Paradise,"$60,000,000 ","$68,275,985 ","$172,083,417 "
997,17-Jan-03,Kangaroo Jack,"$60,000,000 ","$66,723,216 ","$90,558,582 "
998,13-Jun-08,The Happening,"$60,000,000 ","$64,506,874 ","$162,778,384 "
999,2-Mar-16,London Has Fallen,"$60,000,000 ","$62,524,260 ","$195,194,085 "
1000,7-Apr-00,Rules of Engagement,"$60,000,000 ","$61,322,858 ","$71,719,931 "
"1,001",10-Mar-06,The Shaggy Dog,"$60,000,000 ","$61,123,569 ","$87,123,569 "
"1,002",22-Nov-96,Jingle All the Way,"$60,000,000 ","$60,592,389 ","$129,832,389 "
"1,003",2-Apr-04,Hellboy,"$60,000,000 ","$59,623,958 ","$99,823,958 "
"1,004",20-Oct-16,Jack Reacher: Never Go Back,"$60,000,000 ","$58,697,076 ","$159,946,489 "
"1,005",25-May-17,Baywatch,"$60,000,000 ","$58,060,186 ","$175,863,783 "
"1,006",6-Mar-98,U.S. Marshals,"$60,000,000 ","$57,833,603 ","$57,833,603 "
"1,007",25-Dec-98,A Civil Action,"$60,000,000 ","$56,709,981 ","$56,709,981 "
"1,008",24-Dec-15,Joy,"$60,000,000 ","$56,451,232 ","$101,134,059 "
"1,009",3-Aug-12,ParaNorman,"$60,000,000 ","$56,003,051 ","$108,119,662 "
"1,01",14-Nov-97,The Jackal,"$60,000,000 ","$54,956,941 ","$159,356,941 "
"1,011",25-Dec-03,Paycheck,"$60,000,000 ","$53,789,313 ","$98,819,789 "
"1,012",1-Mar-96,Up Close & Personal,"$60,000,000 ","$51,045,801 ","$100,645,801 "
"1,013",19-Dec-08,The Tale of Despereaux,"$60,000,000 ","$50,877,145 ","$90,482,317 "
"1,014",19-Sep-14,The Boxtrolls,"$60,000,000 ","$50,837,305 ","$111,898,741 "
"1,015",27-Sep-02,The Tuxedo,"$60,000,000 ","$50,586,000 ","$104,429,625 "
"1,016",17-Jan-14,Jack Ryan: Shadow Recruit,"$60,000,000 ","$50,577,412 ","$131,377,412 "
"1,017",14-Jul-95,Under Siege 2: Dark Territory,"$60,000,000 ","$50,024,083 ","$104,324,083 "
"1,018",24-Mar-05,Miss Congeniality 2: Armed and Fabulous,"$60,000,000 ","$48,478,006 ","$101,292,343 "
"1,019",21-Dec-18,Vice,"$60,000,000 ","$47,836,282 ","$70,893,782 "
"1,02",26-Nov-97,Alien: Resurrection,"$60,000,000 ","$47,795,018 ","$160,700,000 "
"1,021",23-Mar-07,Shooter,"$60,000,000 ","$47,003,582 ","$95,538,560 "
"1,022",16-Oct-98,Practical Magic,"$60,000,000 ","$46,850,558 ","$68,336,997 "
"1,023",9-Jan-13,Gangster Squad,"$60,000,000 ","$46,000,903 ","$104,100,903 "
"1,024",24-Mar-17,Smurfs: The Lost Village,"$60,000,000 ","$45,020,282 ","$197,578,586 "
"1,025",10-Oct-18,First Man,"$60,000,000 ","$44,936,545 ","$105,523,737 "
"1,026",19-Jun-09,Year One,"$60,000,000 ","$43,337,279 ","$57,604,723 "
"1,027",29-Jan-10,Edge of Darkness,"$60,000,000 ","$43,313,890 ","$82,812,456 "
"1,028",13-Dec-02,Star Trek: Nemesis,"$60,000,000 ","$43,254,409 ","$67,312,826 "
"1,029",19-Feb-02,Reign of Fire,"$60,000,000 ","$43,061,982 ","$82,150,183 "
"1,03",20-Nov-09,Planet 51,"$60,000,000 ","$42,194,060 ","$108,996,113 "
"1,031",20-Mar-09,Duplicity,"$60,000,000 ","$40,572,825 ","$81,079,566 "
"1,032",12-Sep-08,Righteous Kill,"$60,000,000 ","$40,081,410 ","$78,481,410 "
"1,033",11-Dec-09,Invictus,"$60,000,000 ","$37,491,364 ","$124,514,011 "
"1,034",17-Apr-09,State of Play,"$60,000,000 ","$37,017,955 ","$88,832,210 "
"1,035",12-Feb-99,My Favorite Martian,"$60,000,000 ","$36,850,101 ","$36,850,101 "
"1,036",21-Apr-06,The Sentinel,"$60,000,000 ","$36,280,697 ","$78,080,697 "
"1,037",21-Sep-12,Trouble with the Curve,"$60,000,000 ","$35,763,137 ","$47,818,913 "
"1,038",10-Oct-03,Intolerable Cruelty,"$60,000,000 ","$35,327,628 ","$121,327,628 "
"1,039",10-Jan-97,The Relic,"$60,000,000 ","$33,956,608 ","$33,956,608 "
"1,04",3-Apr-98,Mercury Rising,"$60,000,000 ","$32,983,332 ","$32,983,332 "
"1,041",15-Sep-00,Almost Famous,"$60,000,000 ","$32,522,352 ","$47,371,191 "
"1,042",7-Feb-19,Cold Pursuit,"$60,000,000 ","$32,138,862 ","$62,599,159 "
"1,043",6-Dec-02,Analyze That,"$60,000,000 ","$32,122,249 ","$54,994,757 "
"1,044",24-Apr-09,The Soloist,"$60,000,000 ","$31,853,584 ","$38,522,450 "
"1,045",21-Aug-13,The Mortal Instruments: City of Bones,"$60,000,000 ","$31,165,421 ","$75,965,567 "
"1,046",3-Nov-00,The Legend of Bagger Vance,"$60,000,000 ","$30,695,227 ","$39,235,486 "
"1,047",22-Feb-02,Dragonfly,"$60,000,000 ","$30,063,805 ","$30,317,425 "
"1,048",13-May-11,Priest,"$60,000,000 ","$29,136,626 ","$84,154,026 "
"1,049",16-Jun-06,Garfield: A Tail of Two Kitties,"$60,000,000 ","$28,426,747 ","$147,985,373 "
"1,05",29-Apr-05,XXX: State of the Union,"$60,000,000 ","$26,873,932 ","$71,073,932 "
"1,051",15-Aug-97,Event Horizon,"$60,000,000 ","$26,673,242 ","$26,673,954 "
"1,052",2-Jul-03,Sinbad: Legend of the Seven Seas,"$60,000,000 ","$26,483,452 ","$80,767,884 "
"1,053",8-Jul-05,Dark Water,"$60,000,000 ","$25,473,093 ","$49,473,093 "
"1,054",14-Aug-98,The Avengers,"$60,000,000 ","$23,385,416 ","$48,585,416 "
"1,055",15-Sep-06,The Black Dahlia,"$60,000,000 ","$22,672,813 ","$49,238,525 "
"1,056",26-Mar-99,EDtv,"$60,000,000 ","$22,508,689 ","$35,319,689 "
"1,057",25-Dec-08,The Spirit,"$60,000,000 ","$19,806,188 ","$39,006,188 "
"1,058",19-Oct-01,The Last Castle,"$60,000,000 ","$18,208,078 ","$20,541,668 "
"1,059",23-Jan-09,Inkheart,"$60,000,000 ","$17,303,424 ","$66,655,938 "
"1,06",18-Feb-20,Monster Hunter,"$60,000,000 ","$15,162,470 ","$47,853,893 "
"1,061",14-Jan-00,Supernova,"$60,000,000 ","$14,218,868 ","$14,816,494 "
"1,062",22-Sep-06,Flyboys,"$60,000,000 ","$13,090,630 ","$14,816,379 "
"1,063",14-Feb-14,Winter’s Tale,"$60,000,000 ","$12,600,231 ","$29,575,033 "
